ITEM_ID,MAKE,MODEL,YEAR,MILEAGE,PRICE
18368,Ford,Mustang,2017,35781,34518
18369,Ford,Fusion,2015,64593,34653
18370,Toyota,Rav4,2015,63434,33385
18371,Nissan,Rogue,2010,142107,16558
18372,Nissan,Altima,2012,108609,26124
18373,Nissan,Leaf,2015,61995,35729
18374,Toyota,Sienna,2014,78826,32467
18375,Ford,Mustang,2013,90480,25669
18376,Toyota,Prius,2013,97029,23761
18377,Nissan,Altima,2013,93954,26745
18378,Toyota,Rav4,2016,46623,36102
18379,Nissan,Altima,2013,97515,28415
18380,Toyota,Sienna,2010,135298,13961
18381,Toyota,Sienna,2014,79821,30190
18382,Toyota,Prius,2015,63662,33353
18383,Toyota,Prius,2008,171660,12723
18384,Nissan,Leaf,2013,99830,31726
18385,Ford,Mustang,2015,69264,33722
18386,Nissan,Leaf,2015,67387,34825
18387,Nissan,Leaf,2014,79040,28973
18388,Toyota,Sienna,2011,126078,25657
18389,Ford,Mustang,2011,123401,23428
18390,Toyota,Sienna,2013,99057,28980
18391,Nissan,Altima,2012,108739,26700
18392,Toyota,Rav4,2014,80078,30229
18393,Ford,Mustang,2013,91856,24407
18394,Nissan,Leaf,2012,109749,23252
18395,Toyota,Sienna,2013,99093,25364
18396,Nissan,Altima,2014,81054,30278
18397,Nissan,Leaf,2011,121939,19501
18398,Toyota,Prius,2013,99988,30037
18399,Nissan,Altima,2012,105297,24312
18400,Nissan,Rogue,2010,137236,19213
18401,Toyota,Sienna,2013,95808,22396
18402,Ford,Mustang,2013,91641,27153
18403,Toyota,Prius,2013,96477,30516
18404,Ford,Mustang,2013,95168,22120
18405,Toyota,Prius,2014,84845,27692
18406,Toyota,Rav4,2011,122284,16253
18407,Ford,Mustang,2012,109500,28488
18408,Nissan,Leaf,2013,95221,23734
18409,Ford,Mustang,2014,83060,34241
18410,Ford,Fusion,2016,47541,35815
18411,Nissan,Leaf,2014,75149,25360
18412,Ford,Mustang,2011,125848,16064
18413,Nissan,Leaf,2015,65967,33691
18414,Nissan,Leaf,2013,90817,28439
18415,Toyota,Prius,2011,120461,17732
18416,Toyota,Sienna,2013,92629,25525
18417,Ford,Mustang,2014,81714,30924
18418,Nissan,Leaf,2012,108084,23259
18419,Toyota,Rav4,2012,105035,19840
18420,Toyota,Rav4,2013,95119,22093
18421,Toyota,Sienna,2015,64383,33204
18422,Nissan,Leaf,2014,75618,34692
18423,Nissan,Altima,2016,50684,37688
18424,Toyota,Rav4,2012,112367,20654
18425,Toyota,Rav4,2017,30945,39472
18426,Ford,Mustang,2014,79334,29371
18427,Toyota,Prius,2014,80544,32314
18428,Toyota,Rav4,2008,168355,16338
18429,Toyota,Sienna,2014,75011,33919
18430,Toyota,Sienna,2014,83419,27540
18431,Toyota,Prius,2011,128460,19990
18432,Ford,Mustang,2015,62264,33998
18433,Toyota,Prius,2015,60363,35070
18434,Nissan,Altima,2011,121505,24336
18435,Toyota,Camry,2015,63960,35352
18436,Ford,Mustang,2014,82332,29472
18437,Toyota,Rav4,2012,108182,24739
18438,Nissan,Altima,2014,82964,32073
18439,Ford,Mustang,2015,63174,34609
18440,Toyota,Rav4,2012,105745,25726
18441,Ford,Mustang,2011,122875,23754
18442,Toyota,Sienna,2013,95280,22319
18443,Toyota,Rav4,2012,111622,22303
18444,Toyota,Sienna,2015,65365,28527
18445,Ford,Mustang,2010,142860,13407
18446,Toyota,Prius,2015,66830,29929
18447,Toyota,Rav4,2015,60000,29075
18448,Toyota,Rav4,2013,91559,29410
18449,Ford,Explorer,2012,114527,22515
18450,Ford,Fusion,2014,75319,28229
18451,Toyota,Sienna,2009,156321,13293
18452,Toyota,Sienna,2016,45100,35728
18453,Toyota,Rav4,2014,82050,26927
18454,Nissan,Leaf,2014,83832,29827
18455,Ford,Fusion,2018,19059,43286
18456,Nissan,Altima,2016,50134,37953
18457,Nissan,Leaf,2014,77818,30708
18458,Ford,Mustang,2016,47614,38441
18459,Nissan,Leaf,2013,99122,22264
18460,Toyota,Sienna,2014,80553,26806
18461,Toyota,Sienna,2016,46884,32895
18462,Nissan,Altima,2013,90357,24909
18463,Nissan,Leaf,2012,106266,26753
18464,Toyota,Prius,2013,98050,31940
18465,Nissan,Leaf,2011,129572,25135
18466,Toyota,Sienna,2014,81098,26999
18467,Nissan,Altima,2015,65461,32675
18468,Toyota,Sienna,2013,91415,24908
18469,Toyota,Rav4,2009,150174,19010
18470,Toyota,Sienna,2014,77827,29790
18471,Nissan,Leaf,2014,84990,26683
18472,Ford,Mustang,2015,64741,35665
18473,Toyota,Prius,2014,84501,26293
18474,Ford,Mustang,2014,83062,31847
18475,Nissan,Leaf,2014,77641,29857
18476,Nissan,Altima,2013,95204,28985
18477,Toyota,Prius,2014,79247,31425
18478,Toyota,Rav4,2015,60793,33391
18479,Nissan,Leaf,2013,91028,27908
18480,Toyota,Rav4,2017,31627,42995
18481,Toyota,Sienna,2016,53745,36567
18482,Toyota,Sienna,2016,54800,35079
18483,Toyota,Sienna,2015,69848,35537
18484,Nissan,Leaf,2010,141499,21740
18485,Toyota,Prius,2018,22346,38507
18486,Toyota,Sienna,2015,64985,28419
18487,Toyota,Prius,2013,91524,24573
18488,Nissan,Leaf,2015,64431,33823
18489,Ford,Mustang,2016,53234,38960
18490,Toyota,Sienna,2017,32691,36988
18491,Ford,Mustang,2012,107438,23436
18492,Toyota,Prius,2017,30419,39174
18493,Nissan,Leaf,2014,79496,34345
18494,Ford,Mustang,2014,76700,31282
18495,Toyota,Rav4,2013,97315,23492
18496,Nissan,Leaf,2015,65610,33847
18497,Ford,Fusion,2013,94508,22811
18498,Toyota,Sienna,2014,77834,34906
18499,Nissan,Leaf,2012,110940,20302
18500,Toyota,Sienna,2014,77687,29138
18501,Toyota,Sienna,2012,109757,21573
18502,Nissan,Leaf,2011,126569,17873
18503,Toyota,Sienna,2015,61851,35499
18504,Toyota,Sienna,2014,81553,26297
18505,Nissan,Altima,2017,37142,42923
18506,Nissan,Leaf,2015,68244,30043
18507,Ford,Mustang,2013,90653,22892
18508,Nissan,Leaf,2013,98058,30658
18509,Toyota,Prius,2013,94633,27331
18510,Nissan,Leaf,2012,114379,21665
18511,Toyota,Prius,2014,80299,32174
18512,Nissan,Rogue,2013,96633,31904
18513,Ford,Fusion,2015,61218,30083
18514,Toyota,Sienna,2019,4659,49943
18515,Toyota,Prius,2012,111800,28022
18516,Toyota,Sienna,2015,63361,35212
18517,Ford,Mustang,2011,125066,21663
18518,Ford,Mustang,2014,75049,31699
18519,Nissan,Altima,2011,129892,18581
18520,Nissan,Altima,2014,80938,28449
18521,Nissan,Rogue,2016,53972,37897
18522,Ford,Mustang,2016,46575,31988
18523,Toyota,Rav4,2015,64784,33966
18524,Nissan,Leaf,2012,105320,21761
18525,Ford,Mustang,2013,93649,31315
18526,Toyota,Sienna,2014,80937,29868
18527,Toyota,Rav4,2012,108878,27346
18528,Toyota,Sienna,2016,47993,37193
18529,Nissan,Leaf,2017,30916,40886
18530,Toyota,Sienna,2011,120421,23831
18531,Nissan,Altima,2012,106454,19822
18532,Toyota,Sienna,2014,79602,32866
18533,Toyota,Prius,2012,108083,24466
18534,Ford,Explorer,2014,75264,28171
18535,Nissan,Rogue,2009,156333,16556
18536,Toyota,Rav4,2012,114579,21196
18537,Ford,Explorer,2011,127552,16160
18538,Ford,Mustang,2015,60724,31266
18539,Toyota,Rav4,2016,53214,32663
18540,Toyota,Sienna,2012,111083,24451
18541,Nissan,Altima,2014,84746,27845
18542,Toyota,Rav4,2012,114589,24189
18543,Ford,Mustang,2015,64844,32655
18544,Nissan,Leaf,2014,81853,34433
18545,Nissan,Altima,2008,174515,12567
18546,Nissan,Altima,2011,124148,19896
18547,Nissan,Rogue,2010,141647,20732
18548,Ford,Fusion,2012,105847,20850
18549,Ford,Mustang,2012,113009,24369
18550,Nissan,Rogue,2014,75202,28326
18551,Nissan,Rogue,2010,141657,17450
18552,Ford,Fusion,2013,95299,27929
18553,Nissan,Rogue,2013,96963,25121
18554,Nissan,Altima,2013,96320,25784
18555,Toyota,Rav4,2015,61928,34871
18556,Nissan,Altima,2017,35301,37584
18557,Ford,Mustang,2015,68716,28951
18558,Toyota,Sienna,2014,83687,26599
18559,Nissan,Altima,2014,82656,30692
18560,Ford,Explorer,2012,106400,24944
18561,Nissan,Altima,2014,83023,33183
18562,Toyota,Sienna,2012,113718,25478
18563,Ford,Mustang,2016,48480,31951
18564,Nissan,Leaf,2017,33682,42733
18565,Ford,Mustang,2013,90142,23262
18566,Nissan,Leaf,2013,95999,31390
18567,Toyota,Rav4,2013,99787,29466
18568,Toyota,Rav4,2012,110022,19274
18569,Ford,Explorer,2011,127517,19598
18570,Ford,Explorer,2015,64838,28274
18571,Toyota,Sienna,2014,78062,30720
18572,Nissan,Altima,2012,107248,28265
18573,Toyota,Sienna,2014,75060,25777
18574,Ford,Mustang,2015,66398,29687
18575,Nissan,Leaf,2017,35270,39363
18576,Ford,Fusion,2009,158780,13854
18577,Toyota,Sienna,2013,95967,27898
18578,Ford,Mustang,2013,92311,26595
18579,Nissan,Leaf,2011,124137,16063
18580,Toyota,Sienna,2012,106274,27648
18581,Nissan,Leaf,2015,63878,34966
18582,Ford,Explorer,2010,140140,13948
18583,Nissan,Altima,2016,48203,31708
18584,Nissan,Leaf,2015,65772,31322
18585,Ford,Mustang,2015,64756,30574
18586,Toyota,Rav4,2013,97959,23301
18587,Nissan,Leaf,2013,97017,28573
18588,Toyota,Sienna,2015,67614,29365
18589,Toyota,Rav4,2011,127015,25002
18590,Toyota,Sienna,2015,63840,32127
18591,Toyota,Sienna,2012,113975,22679
18592,Nissan,Leaf,2013,94779,28449
18593,Toyota,Sienna,2012,106958,26652
18594,Toyota,Sienna,2010,135739,22604
18595,Toyota,Prius,2013,91339,29046
18596,Nissan,Leaf,2013,91043,25738
18597,Ford,Explorer,2017,38077,43808
18598,Toyota,Sienna,2016,51663,39580
18599,Toyota,Rav4,2017,35143,36098
18600,Ford,Mustang,2011,127989,21620
18601,Toyota,Rav4,2013,90154,24900
18602,Nissan,Altima,2012,111898,21835
18603,Toyota,Prius,2016,54208,37438
18604,Toyota,Rav4,2014,80465,29970
18605,Nissan,Leaf,2017,32409,43359
18606,Toyota,Sienna,2011,120212,17181
18607,Toyota,Rav4,2014,78651,25159
18608,Toyota,Sienna,2015,68572,36293
18609,Ford,Mustang,2013,90121,31731
18610,Nissan,Altima,2011,129489,21501
18611,Toyota,Rav4,2015,60183,34653
18612,Nissan,Altima,2016,53560,40057
18613,Nissan,Altima,2015,62773,30636
18614,Ford,Mustang,2013,93126,29826
18615,Ford,Fusion,2015,64673,33007
18616,Toyota,Rav4,2016,53039,34718
18617,Ford,Mustang,2012,111003,27932
18618,Ford,Mustang,2010,144896,15912
18619,Nissan,Altima,2015,61275,28756
18620,Toyota,Rav4,2016,46632,38259
18621,Toyota,Sienna,2013,91697,23918
18622,Toyota,Rav4,2014,81038,26908
18623,Ford,Mustang,2015,64127,33063
18624,Toyota,Prius,2011,120392,16630
18625,Nissan,Altima,2013,94358,31479
18626,Toyota,Rav4,2016,52214,33946
18627,Toyota,Sienna,2013,91348,27773
18628,Ford,Explorer,2016,48255,34241
18629,Toyota,Sienna,2010,142182,19879
18630,Nissan,Leaf,2016,50038,37648
18631,Nissan,Altima,2015,62117,36762
18632,Toyota,Rav4,2014,78370,26799
18633,Nissan,Altima,2011,122785,19869
18634,Nissan,Leaf,2011,124502,16343
18635,Nissan,Leaf,2009,150533,14831
18636,Toyota,Rav4,2014,75685,33313
18637,Nissan,Altima,2014,77667,33855
18638,Toyota,Camry,2013,99731,24771
18639,Toyota,Sienna,2014,84248,29617
18640,Toyota,Sienna,2014,80067,25779
18641,Ford,Mustang,2014,79436,34329
18642,Nissan,Leaf,2014,83041,27925
18643,Toyota,Rav4,2014,81358,30279
18644,Toyota,Rav4,2012,114047,19335
18645,Ford,Mustang,2011,126432,19801
18646,Toyota,Prius,2011,125882,17575
18647,Toyota,Sienna,2011,125323,21858
18648,Ford,Explorer,2015,69299,36491
18649,Ford,Fusion,2013,94942,26718
18650,Ford,Mustang,2015,61766,36126
18651,Toyota,Rav4,2015,69713,36663
18652,Toyota,Rav4,2013,95045,27372
18653,Toyota,Rav4,2013,95333,30091
18654,Toyota,Prius,2015,67698,29971
18655,Nissan,Leaf,2013,95579,26640
18656,Toyota,Sienna,2011,122855,18233
18657,Toyota,Rav4,2012,113993,22277
18658,Nissan,Leaf,2013,94897,29597
18659,Toyota,Prius,2014,81143,30037
18660,Toyota,Rav4,2013,92727,26910
18661,Nissan,Rogue,2017,39181,40487
18662,Nissan,Rogue,2012,110156,25131
18663,Nissan,Leaf,2014,79462,27296
18664,Toyota,Sienna,2014,84087,31359
18665,Toyota,Prius,2012,110168,26201
18666,Nissan,Altima,2014,76886,33108
18667,Toyota,Rav4,2014,76587,27608
18668,Ford,Mustang,2013,96801,26304
18669,Ford,Mustang,2014,79335,25402
18670,Toyota,Sienna,2011,121960,24005
18671,Ford,Mustang,2012,112081,24063
18672,Ford,Mustang,2013,93647,23547
18673,Ford,Mustang,2016,53827,35106
18674,Ford,Mustang,2012,109422,26540
18675,Ford,Mustang,2015,65810,37491
18676,Toyota,Rav4,2016,53020,37493
18677,Toyota,Prius,2016,45783,38285
18678,Ford,Mustang,2013,90795,22975
18679,Nissan,Altima,2018,21032,44936
18680,Toyota,Sienna,2010,135294,13958
18681,Ford,Mustang,2012,113945,26974
18682,Ford,Fusion,2013,93229,23265
18683,Toyota,Camry,2015,60102,34765
18684,Toyota,Rav4,2018,21857,41483
18685,Toyota,Prius,2011,121925,18573
18686,Nissan,Altima,2012,112327,28632
18687,Nissan,Leaf,2008,174033,15354
18688,Nissan,Leaf,2010,137369,20543
18689,Nissan,Leaf,2013,94985,30996
18690,Nissan,Altima,2010,140128,20990
18691,Ford,Mustang,2012,106316,22153
18692,Toyota,Prius,2011,125808,21954
18693,Nissan,Rogue,2015,63223,36642
18694,Ford,Mustang,2016,52488,37170
18695,Toyota,Sienna,2014,75471,31345
18696,Nissan,Leaf,2014,76783,33832
18697,Toyota,Prius,2012,107670,22308
18698,Nissan,Leaf,2016,46013,39920
18699,Toyota,Rav4,2013,92080,22383
18700,Nissan,Leaf,2014,80643,29892
18701,Nissan,Leaf,2011,121785,18152
18702,Nissan,Rogue,2012,107372,26660
18703,Toyota,Prius,2010,142246,17051
18704,Nissan,Leaf,2014,84943,34505
18705,Nissan,Leaf,2014,78301,31432
18706,Ford,Mustang,2015,61389,34425
18707,Toyota,Rav4,2012,108739,23235
18708,Toyota,Sienna,2016,51946,32181
18709,Nissan,Leaf,2012,112045,20465
18710,Toyota,Prius,2012,110315,21638
18711,Toyota,Prius,2013,90607,31494
18712,Toyota,Prius,2013,93987,29500
18713,Nissan,Leaf,2016,51803,36444
18714,Ford,Mustang,2014,84402,33982
18715,Ford,Mustang,2016,52201,38173
18716,Ford,Fusion,2017,36293,41897
18717,Toyota,Camry,2015,66831,28105
18718,Toyota,Rav4,2009,151479,15393
18719,Nissan,Leaf,2011,127947,20034
18720,Toyota,Rav4,2015,64051,28785
18721,Toyota,Rav4,2014,76608,32781
18722,Nissan,Altima,2015,61622,36369
18723,Ford,Fusion,2015,67828,36468
18724,Nissan,Leaf,2012,107812,19663
18725,Nissan,Leaf,2016,51148,33696
18726,Ford,Mustang,2012,105041,19674
18727,Toyota,Rav4,2013,97688,29930
18728,Nissan,Leaf,2012,106706,20809
18729,Toyota,Camry,2013,97680,23843
18730,Ford,Mustang,2013,92839,22712
18731,Toyota,Sienna,2014,80970,26999
18732,Nissan,Rogue,2012,113093,22593
18733,Ford,Mustang,2012,108074,28027
18734,Nissan,Leaf,2014,77191,29164
18735,Ford,Fusion,2014,84760,29203
18736,Toyota,Prius,2011,129891,23738
18737,Toyota,Rav4,2015,67298,31989
18738,Ford,Mustang,2011,129256,20440
18739,Ford,Fusion,2011,122160,20971
18740,Ford,Mustang,2016,52240,39209
18741,Ford,Fusion,2017,33046,40950
18742,Nissan,Leaf,2008,173045,11146
18743,Toyota,Rav4,2016,49003,40308
18744,Ford,Mustang,2015,63520,31647
18745,Toyota,Sienna,2013,97621,31295
18746,Toyota,Rav4,2011,123809,23499
18747,Nissan,Altima,2013,99818,25962
18748,Ford,Mustang,2013,93789,22865
18749,Toyota,Rav4,2015,69670,29751
18750,Nissan,Leaf,2016,52113,37602
18751,Nissan,Leaf,2015,61418,31984
18752,Ford,Mustang,2010,142708,17975
18753,Toyota,Sienna,2012,113763,28735
18754,Nissan,Altima,2012,113996,20525
18755,Toyota,Rav4,2011,125996,16075
18756,Toyota,Sienna,2014,81424,31802
18757,Toyota,Sienna,2014,81085,32298
18758,Toyota,Sienna,2015,60747,31489
18759,Toyota,Rav4,2017,36140,38278
18760,Toyota,Prius,2010,144521,16885
18761,Toyota,Rav4,2014,83412,32291
18762,Toyota,Sienna,2015,62235,29048
18763,Nissan,Altima,2016,52000,38894
18764,Ford,Fusion,2012,109593,24766
18765,Nissan,Leaf,2014,80212,33402
18766,Nissan,Rogue,2014,80956,28312
18767,Toyota,Rav4,2016,53910,40507
18768,Toyota,Sienna,2011,125178,25835
18769,Toyota,Camry,2011,128775,20937
18770,Ford,Mustang,2013,90940,26871
18771,Toyota,Camry,2012,111546,22414
18772,Toyota,Sienna,2010,140063,17170
18773,Ford,Mustang,2014,81210,25358
18774,Toyota,Rav4,2014,76677,31446
18775,Toyota,Sienna,2016,45653,31549
18776,Ford,Fusion,2014,82055,28297
18777,Toyota,Sienna,2015,63305,30796
18778,Nissan,Leaf,2008,172596,16287
18779,Toyota,Sienna,2014,79645,25405
18780,Toyota,Rav4,2012,108484,23774
18781,Toyota,Prius,2012,110929,24284
18782,Nissan,Rogue,2014,83214,27737
18783,Ford,Mustang,2015,69331,32319
18784,Ford,Fusion,2016,47141,36464
18785,Ford,Mustang,2011,122976,19890
18786,Ford,Mustang,2009,150523,16484
18787,Toyota,Rav4,2014,81435,29617
18788,Toyota,Prius,2013,96284,30086
18789,Toyota,Sienna,2012,107251,19188
18790,Toyota,Prius,2012,111955,22369
18791,Toyota,Sienna,2013,94733,23060
18792,Ford,Mustang,2014,76116,32080
18793,Ford,Explorer,2015,63980,28464
18794,Toyota,Rav4,2016,52459,35553
18795,Ford,Mustang,2016,53152,38714
18796,Toyota,Rav4,2013,90802,27721
18797,Toyota,Rav4,2014,77956,26180
18798,Toyota,Rav4,2013,91717,29360
18799,Toyota,Rav4,2015,68641,37862
18800,Nissan,Altima,2013,90729,30950
18801,Nissan,Leaf,2016,54058,34045
18802,Ford,Fusion,2016,50604,39092
18803,Ford,Fusion,2010,140698,13106
18804,Toyota,Prius,2015,61886,28824
18805,Toyota,Rav4,2013,90904,26936
18806,Nissan,Altima,2010,144328,13055
18807,Toyota,Sienna,2015,61636,34526
18808,Toyota,Rav4,2015,64804,29240
18809,Toyota,Sienna,2012,113779,21382
18810,Toyota,Prius,2012,112980,23731
18811,Nissan,Leaf,2013,92027,26571
18812,Nissan,Leaf,2013,97338,28863
18813,Nissan,Leaf,2016,48965,36312
18814,Toyota,Rav4,2013,96990,24823
18815,Ford,Mustang,2016,47959,40578
18816,Nissan,Leaf,2016,47734,33928
18817,Nissan,Altima,2013,92050,27781
18818,Nissan,Leaf,2013,96199,25202
18819,Ford,Mustang,2014,77781,27508
18820,Toyota,Sienna,2016,46152,32651
18821,Ford,Fusion,2012,107984,21320
18822,Nissan,Leaf,2014,81473,28832
18823,Toyota,Rav4,2014,76787,29278
18824,Ford,Mustang,2014,76249,31812
18825,Toyota,Rav4,2012,113239,27061
18826,Toyota,Sienna,2014,78264,28081
18827,Nissan,Leaf,2009,153309,18825
18828,Ford,Mustang,2011,125983,22654
18829,Nissan,Leaf,2013,94482,26645
18830,Ford,Mustang,2016,53415,39522
18831,Toyota,Sienna,2014,83819,34242
18832,Ford,Explorer,2016,51179,38590
18833,Ford,Mustang,2013,95171,27512
18834,Ford,Mustang,2015,65051,31213
18835,Nissan,Altima,2014,80507,32184
18836,Toyota,Sienna,2013,97861,26263
18837,Ford,Mustang,2014,75143,26038
18838,Toyota,Rav4,2014,78133,31201
18839,Nissan,Altima,2015,64108,29738
18840,Ford,Mustang,2011,125416,20507
18841,Toyota,Prius,2010,135510,21151
18842,Ford,Mustang,2012,113701,25580
18843,Ford,Mustang,2012,107862,27323
18844,Toyota,Sienna,2013,91448,26384
18845,Ford,Mustang,2012,111270,24379
18846,Nissan,Leaf,2014,81033,29439
18847,Ford,Mustang,2016,50533,40152
18848,Toyota,Sienna,2013,95812,26526
18849,Ford,Explorer,2016,46896,35164
18850,Toyota,Sienna,2013,94467,26932
18851,Nissan,Leaf,2011,127009,22339
18852,Ford,Explorer,2013,98133,27422
18853,Toyota,Prius,2013,93190,22473
18854,Nissan,Leaf,2018,15245,44609
18855,Nissan,Rogue,2012,110111,24632
18856,Nissan,Leaf,2012,109187,26681
18857,Toyota,Rav4,2016,48756,34167
18858,Toyota,Prius,2013,96951,23464
18859,Nissan,Altima,2014,77725,26872
18860,Toyota,Sienna,2013,97283,25438
18861,Toyota,Prius,2012,109226,23700
18862,Toyota,Rav4,2014,82498,28431
18863,Nissan,Leaf,2016,52438,35278
18864,Ford,Mustang,2018,21464,45690
18865,Ford,Mustang,2018,21765,37955
18866,Toyota,Sienna,2014,79353,32338
18867,Nissan,Leaf,2013,99857,27526
18868,Nissan,Rogue,2017,30952,34036
18869,Nissan,Leaf,2010,142277,18466
18870,Toyota,Rav4,2012,113909,26566
18871,Nissan,Altima,2011,122299,18151
18872,Toyota,Sienna,2014,83869,32567
18873,Toyota,Rav4,2015,62034,35275
18874,Ford,Mustang,2015,69485,30428
18875,Nissan,Leaf,2014,78615,30553
18876,Toyota,Sienna,2012,113896,19695
18877,Nissan,Leaf,2016,54704,33905
18878,Ford,Mustang,2012,110385,26200
18879,Toyota,Sienna,2013,97380,28901
18880,Ford,Mustang,2014,82449,32590
18881,Nissan,Altima,2015,60173,37072
18882,Nissan,Altima,2011,125332,21806
18883,Toyota,Rav4,2015,68765,30460
18884,Toyota,Rav4,2013,95788,30001
18885,Toyota,Rav4,2018,15163,46860
18886,Nissan,Leaf,2017,33250,34950
18887,Ford,Mustang,2014,77260,28579
18888,Nissan,Leaf,2014,81088,28900
18889,Toyota,Sienna,2009,155643,11090
18890,Toyota,Prius,2013,96679,24416
18891,Ford,Fusion,2013,98038,29394
18892,Toyota,Prius,2014,81054,26754
18893,Toyota,Sienna,2013,92105,31849
18894,Ford,Mustang,2015,65124,35333
18895,Toyota,Rav4,2016,48910,39257
18896,Ford,Mustang,2013,94594,22930
18897,Ford,Mustang,2013,99945,30416
18898,Nissan,Altima,2013,92390,23800
18899,Ford,Mustang,2011,126950,19867
18900,Toyota,Sienna,2012,112947,28750
18901,Nissan,Leaf,2012,111187,19724
18902,Nissan,Leaf,2015,60902,36454
18903,Toyota,Prius,2016,52896,37414
18904,Toyota,Sienna,2013,98594,25478
18905,Nissan,Altima,2016,51382,33781
18906,Nissan,Leaf,2015,63763,37413
18907,Ford,Mustang,2011,127289,25186
18908,Nissan,Rogue,2012,107081,24652
18909,Toyota,Rav4,2016,48000,32949
18910,Ford,Mustang,2015,62395,36740
18911,Toyota,Rav4,2014,78725,31504
18912,Ford,Mustang,2013,94031,24682
18913,Ford,Mustang,2017,37812,36331
18914,Toyota,Prius,2015,64500,37690
18915,Ford,Mustang,2017,37825,39423
18916,Toyota,Prius,2014,83199,29815
18917,Nissan,Rogue,2010,137805,15878
18918,Toyota,Prius,2013,98637,22749
18919,Ford,Fusion,2014,75071,28871
18920,Toyota,Camry,2013,98361,31773
18921,Toyota,Sienna,2015,67049,29644
18922,Toyota,Sienna,2013,91245,22610
18923,Toyota,Sienna,2016,45438,33849
18924,Nissan,Leaf,2014,80211,25630
18925,Toyota,Sienna,2009,150879,18730
18926,Toyota,Prius,2012,107871,25617
18927,Toyota,Sienna,2013,90179,26275
18928,Toyota,Rav4,2013,99022,25963
18929,Toyota,Prius,2016,54808,38540
18930,Toyota,Rav4,2012,107320,23219
18931,Ford,Mustang,2015,69238,35066
18932,Toyota,Rav4,2013,90791,28960
18933,Ford,Mustang,2014,75475,27502
18934,Nissan,Leaf,2016,47566,31908
18935,Toyota,Sienna,2015,61881,37306
18936,Toyota,Sienna,2012,108893,26692
18937,Toyota,Rav4,2015,65637,32659
18938,Toyota,Sienna,2013,97934,22197
18939,Toyota,Sienna,2014,82414,34766
18940,Toyota,Camry,2013,96019,24315
18941,Toyota,Camry,2014,81184,27148
18942,Toyota,Prius,2014,77015,29063
18943,Toyota,Prius,2013,96357,23360
18944,Nissan,Leaf,2011,124997,22760
18945,Toyota,Prius,2013,96111,29446
18946,Toyota,Sienna,2012,108090,25450
18947,Toyota,Prius,2012,108469,24222
18948,Nissan,Leaf,2013,96533,25418
18949,Nissan,Leaf,2015,61818,33911
18950,Ford,Fusion,2008,167061,16647
18951,Toyota,Sienna,2013,93835,31520
18952,Nissan,Rogue,2011,121676,18911
18953,Toyota,Prius,2009,156777,17940
18954,Toyota,Rav4,2007,182030,10000
18955,Toyota,Prius,2014,79526,32392
18956,Toyota,Sienna,2014,79113,32395
18957,Toyota,Prius,2015,65892,32816
18958,Toyota,Camry,2011,128893,21050
18959,Nissan,Rogue,2014,81588,34726
18960,Toyota,Sienna,2013,97544,30902
18961,Nissan,Altima,2014,80859,33688
18962,Toyota,Rav4,2013,91442,30339
18963,Ford,Mustang,2010,139658,14735
18964,Nissan,Leaf,2018,20399,38906
18965,Toyota,Prius,2013,93752,31267
18966,Toyota,Sienna,2011,123835,20565
18967,Nissan,Leaf,2012,105755,26488
18968,Toyota,Rav4,2016,50973,34480
18969,Toyota,Rav4,2010,139643,14575
18970,Toyota,Prius,2015,67448,33037
18971,Toyota,Rav4,2014,75207,31177
18972,Toyota,Prius,2016,48101,32285
18973,Nissan,Rogue,2013,90479,28470
18974,Toyota,Camry,2014,80715,26252
18975,Nissan,Rogue,2014,75997,28930
18976,Ford,Mustang,2015,61136,37471
18977,Toyota,Sienna,2013,98622,28575
18978,Nissan,Altima,2012,113573,25291
18979,Nissan,Altima,2013,97973,22581
18980,Toyota,Rav4,2017,39266,34727
18981,Toyota,Rav4,2014,83212,26262
18982,Ford,Mustang,2012,114411,21732
18983,Ford,Mustang,2018,16553,41148
18984,Ford,Fusion,2015,64887,37986
18985,Toyota,Rav4,2012,114464,26755
18986,Toyota,Rav4,2013,99800,23305
18987,Toyota,Sienna,2012,106361,28499
18988,Toyota,Rav4,2016,45303,31465
18989,Toyota,Camry,2013,92041,27843
18990,Toyota,Camry,2013,92710,25879
18991,Toyota,Prius,2010,138458,14560
18992,Toyota,Sienna,2014,75041,29078
18993,Ford,Mustang,2012,111249,19214
18994,Nissan,Altima,2010,144412,16506
18995,Ford,Mustang,2014,84502,33243
18996,Nissan,Leaf,2013,93374,28076
18997,Ford,Fusion,2015,69344,31341
18998,Ford,Mustang,2015,69493,32072
18999,Toyota,Prius,2012,113414,21447
19000,Ford,Explorer,2013,92117,23609
19001,Toyota,Rav4,2014,76552,27733
19002,Ford,Mustang,2014,83197,31885
19003,Nissan,Altima,2014,82963,31532
19004,Toyota,Rav4,2014,78476,33447
19005,Toyota,Sienna,2014,75269,32091
19006,Ford,Mustang,2012,109308,25439
19007,Toyota,Sienna,2013,92041,25117
19008,Nissan,Leaf,2014,77136,26258
19009,Toyota,Sienna,2012,106125,22879
19010,Toyota,Rav4,2018,22681,42050
19011,Toyota,Rav4,2012,113861,26781
19012,Toyota,Rav4,2013,98723,29378
19013,Toyota,Prius,2013,90162,26395
19014,Nissan,Altima,2015,67595,31264
19015,Toyota,Rav4,2015,66248,32820
