USER_ID,AGE,GENDER,LOCATION,SALARY,FAV_CLUSTER,FAV_MODEL,FAV
4744,38,FEMALE,92503,44829,12,6,NEWISH-Nissan-Leaf
4745,30,MALE,77449,59198,7,3,OLDISH-Ford-Mustang
4746,39,MALE,60618,41355,13,6,OLDISH-Nissan-Leaf
4747,42,FEMALE,926,26306,14,7,NEWISH-Nissan-Altima
4748,43,FEMALE,94544,49452,11,5,OLDISH-Toyota-Rav4
4749,42,MALE,77584,70113,9,4,OLDISH-Toyota-Sienna
4750,34,FEMALE,92804,41887,13,6,OLDISH-Nissan-Leaf
4751,39,MALE,77479,96118,10,5,NEWISH-Toyota-Rav4
4752,42,FEMALE,10002,24022,10,5,NEWISH-Toyota-Rav4
4756,41,MALE,77083,52931,13,6,OLDISH-Nissan-Leaf
4762,37,MALE,91709,78336,11,5,OLDISH-Toyota-Rav4
4767,40,MALE,92336,55340,3,1,OLDISH-Ford-Fusion
4768,41,FEMALE,10468,26852,13,6,OLDISH-Nissan-Leaf
4772,39,MALE,92553,38554,12,6,NEWISH-Nissan-Leaf
4774,38,FEMALE,77449,59198,8,4,NEWISH-Toyota-Sienna
4775,44,FEMALE,77573,68458,8,4,NEWISH-Toyota-Sienna
4777,37,FEMALE,92335,35008,7,3,OLDISH-Ford-Mustang
4779,40,MALE,30044,60427,10,5,NEWISH-Toyota-Rav4
4780,31,FEMALE,85364,31515,12,6,NEWISH-Nissan-Leaf
4781,38,MALE,8701,35647,6,3,NEWISH-Ford-Mustang
4783,40,FEMALE,93307,26462,11,5,OLDISH-Toyota-Rav4
4784,37,FEMALE,10002,24022,7,3,OLDISH-Ford-Mustang
4785,48,FEMALE,75070,84847,9,4,OLDISH-Toyota-Sienna
4786,44,MALE,93065,72384,11,5,OLDISH-Toyota-Rav4
4787,44,FEMALE,10029,22232,4,2,NEWISH-Toyota-Prius
4788,44,MALE,93722,43256,8,4,NEWISH-Toyota-Sienna
4789,38,FEMALE,92154,42970,10,5,NEWISH-Toyota-Rav4
4793,40,FEMALE,30044,60427,11,5,OLDISH-Toyota-Rav4
4794,43,MALE,75070,84847,12,6,NEWISH-Nissan-Leaf
4796,32,MALE,92509,45995,5,2,OLDISH-Toyota-Prius
4797,41,MALE,91335,40792,4,2,NEWISH-Toyota-Prius
4798,51,FEMALE,95076,45354,12,6,NEWISH-Nissan-Leaf
4801,42,FEMALE,93535,39747,9,4,OLDISH-Toyota-Sienna
4802,40,FEMALE,77449,59198,7,3,OLDISH-Ford-Mustang
4803,43,MALE,93065,72384,5,2,OLDISH-Toyota-Prius
4804,43,FEMALE,93065,72384,9,4,OLDISH-Toyota-Sienna
4805,41,MALE,91910,42970,7,3,OLDISH-Ford-Mustang
4806,44,FEMALE,10462,33735,10,5,NEWISH-Toyota-Rav4
4808,38,FEMALE,11373,38151,5,2,OLDISH-Toyota-Prius
4812,42,FEMALE,78521,23426,6,3,NEWISH-Ford-Mustang
4813,41,FEMALE,60617,35534,11,5,OLDISH-Toyota-Rav4
4814,31,MALE,75052,60254,13,6,OLDISH-Nissan-Leaf
4815,34,MALE,10029,22232,10,5,NEWISH-Toyota-Rav4
4816,42,MALE,93033,46342,16,8,NEWISH-Nissan-Rogue
4817,48,FEMALE,91910,42970,12,6,NEWISH-Nissan-Leaf
4821,40,MALE,92154,42970,9,4,OLDISH-Toyota-Sienna
4824,41,FEMALE,92376,37568,13,6,OLDISH-Nissan-Leaf
4825,34,MALE,77084,53075,6,3,NEWISH-Ford-Mustang
4828,35,FEMALE,77494,86488,4,2,NEWISH-Toyota-Prius
4829,39,MALE,94565,48523,12,6,NEWISH-Nissan-Leaf
4830,40,MALE,90706,39362,10,5,NEWISH-Toyota-Rav4
4831,44,MALE,90280,35744,10,5,NEWISH-Toyota-Rav4
4832,40,FEMALE,75070,84847,0,0,NEWISH-Toyota-Camry
4833,32,MALE,11214,33765,11,5,OLDISH-Toyota-Rav4
4836,41,MALE,91744,46792,2,1,NEWISH-Ford-Fusion
4838,43,FEMALE,90011,23851,7,3,OLDISH-Ford-Mustang
4839,45,MALE,11212,20839,10,5,NEWISH-Toyota-Rav4
4840,32,MALE,8701,35647,11,5,OLDISH-Toyota-Rav4
4841,39,FEMALE,11206,18661,9,4,OLDISH-Toyota-Sienna
4842,34,FEMALE,92376,37568,13,6,OLDISH-Nissan-Leaf
4843,39,FEMALE,90011,23851,8,4,NEWISH-Toyota-Sienna
4844,40,MALE,11214,33765,11,5,OLDISH-Toyota-Rav4
4845,42,FEMALE,77083,52931,10,5,NEWISH-Toyota-Rav4
4846,35,MALE,85364,31515,8,4,NEWISH-Toyota-Sienna
4847,38,MALE,11368,34746,11,5,OLDISH-Toyota-Rav4
4848,47,MALE,93033,46342,16,8,NEWISH-Nissan-Rogue
4849,39,MALE,92704,49923,8,4,NEWISH-Toyota-Sienna
4850,37,FEMALE,8701,35647,10,5,NEWISH-Toyota-Rav4
4851,43,MALE,926,26306,11,5,OLDISH-Toyota-Rav4
4852,45,MALE,23464,53486,11,5,OLDISH-Toyota-Rav4
4855,38,FEMALE,75211,32702,9,4,OLDISH-Toyota-Sienna
4858,42,FEMALE,10462,33735,7,3,OLDISH-Ford-Mustang
4861,39,FEMALE,90044,22091,9,4,OLDISH-Toyota-Sienna
4862,37,MALE,94565,48523,10,5,NEWISH-Toyota-Rav4
4864,37,FEMALE,77429,78527,13,6,OLDISH-Nissan-Leaf
4865,41,FEMALE,11219,26648,7,3,OLDISH-Ford-Mustang
4866,40,FEMALE,11226,29498,9,4,OLDISH-Toyota-Sienna
4867,41,FEMALE,77083,52931,8,4,NEWISH-Toyota-Sienna
4868,44,MALE,30044,60427,13,6,OLDISH-Nissan-Leaf
4869,49,FEMALE,30044,60427,4,2,NEWISH-Toyota-Prius
4870,38,MALE,75052,60254,11,5,OLDISH-Toyota-Rav4
4871,36,MALE,95076,45354,10,5,NEWISH-Toyota-Rav4
4872,41,FEMALE,22193,67190,12,6,NEWISH-Nissan-Leaf
4874,41,MALE,91709,78336,5,2,OLDISH-Toyota-Prius
4875,40,MALE,78521,23426,18,9,NEWISH-Ford-Explorer
4876,45,MALE,89110,43073,7,3,OLDISH-Ford-Mustang
4877,37,FEMALE,60617,35534,4,2,NEWISH-Toyota-Prius
4878,36,FEMALE,92553,38554,10,5,NEWISH-Toyota-Rav4
4879,34,FEMALE,66062,68682,9,4,OLDISH-Toyota-Sienna
4880,36,MALE,90201,30029,6,3,NEWISH-Ford-Mustang
4882,34,MALE,11235,31013,8,4,NEWISH-Toyota-Sienna
4883,41,MALE,11219,26648,7,3,OLDISH-Ford-Mustang
4884,41,MALE,11214,33765,6,3,NEWISH-Ford-Mustang
4887,36,FEMALE,77429,78527,10,5,NEWISH-Toyota-Rav4
4889,40,FEMALE,77573,68458,7,3,OLDISH-Ford-Mustang
4890,37,FEMALE,93550,37484,9,4,OLDISH-Toyota-Sienna
4892,38,MALE,11206,18661,10,5,NEWISH-Toyota-Rav4
4894,45,FEMALE,75052,60254,10,5,NEWISH-Toyota-Rav4
4895,36,MALE,10456,16664,10,5,NEWISH-Toyota-Rav4
4897,42,FEMALE,77584,70113,7,3,OLDISH-Ford-Mustang
4898,39,FEMALE,90255,30375,14,7,NEWISH-Nissan-Altima
4899,38,MALE,92154,42970,6,3,NEWISH-Ford-Mustang
4900,41,MALE,11206,18661,10,5,NEWISH-Toyota-Rav4
4901,39,MALE,93257,30995,4,2,NEWISH-Toyota-Prius
4902,37,MALE,90255,30375,9,4,OLDISH-Toyota-Sienna
4903,38,MALE,79912,48627,12,6,NEWISH-Nissan-Leaf
4904,38,MALE,11219,26648,14,7,NEWISH-Nissan-Altima
4905,36,FEMALE,78572,23799,8,4,NEWISH-Toyota-Sienna
4906,40,FEMALE,37211,37141,9,4,OLDISH-Toyota-Sienna
4908,35,FEMALE,11230,32327,10,5,NEWISH-Toyota-Rav4
4910,41,FEMALE,87121,34359,12,6,NEWISH-Nissan-Leaf
4912,35,MALE,92376,37568,11,5,OLDISH-Toyota-Rav4
4913,37,MALE,30043,71424,10,5,NEWISH-Toyota-Rav4
4915,43,FEMALE,95823,36001,10,5,NEWISH-Toyota-Rav4
4916,40,MALE,30349,39141,9,4,OLDISH-Toyota-Sienna
4917,33,FEMALE,77494,86488,8,4,NEWISH-Toyota-Sienna
4918,43,MALE,79936,42857,4,2,NEWISH-Toyota-Prius
4919,42,MALE,91744,46792,9,4,OLDISH-Toyota-Sienna
4923,39,MALE,10025,49733,7,3,OLDISH-Ford-Mustang
4924,35,MALE,92154,42970,6,3,NEWISH-Ford-Mustang
4925,41,MALE,91911,38010,12,6,NEWISH-Nissan-Leaf
4926,39,MALE,77084,53075,17,8,OLDISH-Nissan-Rogue
4927,40,FEMALE,75070,84847,7,3,OLDISH-Ford-Mustang
4929,33,FEMALE,60625,40083,6,3,NEWISH-Ford-Mustang
4931,36,MALE,92335,35008,7,3,OLDISH-Ford-Mustang
4932,41,MALE,77429,78527,11,5,OLDISH-Toyota-Rav4
4933,42,FEMALE,77494,86488,13,6,OLDISH-Nissan-Leaf
4934,37,FEMALE,11214,33765,10,5,NEWISH-Toyota-Rav4
4935,35,FEMALE,11355,36973,11,5,OLDISH-Toyota-Rav4
4936,35,FEMALE,77084,53075,5,2,OLDISH-Toyota-Prius
4938,37,FEMALE,92804,41887,14,7,NEWISH-Nissan-Altima
4939,35,MALE,77449,59198,11,5,OLDISH-Toyota-Rav4
4941,48,FEMALE,10025,49733,10,5,NEWISH-Toyota-Rav4
4942,44,MALE,37013,46063,11,5,OLDISH-Toyota-Rav4
4943,35,FEMALE,90201,30029,9,4,OLDISH-Toyota-Sienna
4944,40,MALE,11226,29498,7,3,OLDISH-Ford-Mustang
4946,42,MALE,91744,46792,10,5,NEWISH-Toyota-Rav4
4947,41,MALE,11212,20839,11,5,OLDISH-Toyota-Rav4
4949,39,MALE,30349,39141,10,5,NEWISH-Toyota-Rav4
4950,37,MALE,90201,30029,15,7,OLDISH-Nissan-Altima
4951,36,MALE,77573,68458,12,6,NEWISH-Nissan-Leaf
4952,37,MALE,93257,30995,9,4,OLDISH-Toyota-Sienna
4954,39,MALE,94565,48523,8,4,NEWISH-Toyota-Sienna
4955,40,MALE,93722,43256,11,5,OLDISH-Toyota-Rav4
4956,41,FEMALE,95823,36001,13,6,OLDISH-Nissan-Leaf
4958,42,FEMALE,91342,48744,10,5,NEWISH-Toyota-Rav4
4959,40,MALE,75052,60254,8,4,NEWISH-Toyota-Sienna
4960,34,FEMALE,93307,26462,11,5,OLDISH-Toyota-Rav4
4961,41,FEMALE,78521,23426,13,6,OLDISH-Nissan-Leaf
4962,31,MALE,91706,41621,10,5,NEWISH-Toyota-Rav4
4963,39,MALE,11219,26648,8,4,NEWISH-Toyota-Sienna
4965,38,MALE,77584,70113,10,5,NEWISH-Toyota-Rav4
4966,39,MALE,90706,39362,8,4,NEWISH-Toyota-Sienna
4968,44,MALE,75070,84847,7,3,OLDISH-Ford-Mustang
4970,38,MALE,78572,23799,14,7,NEWISH-Nissan-Altima
4971,33,MALE,10029,22232,6,3,NEWISH-Ford-Mustang
4972,36,MALE,11219,26648,10,5,NEWISH-Toyota-Rav4
4973,41,FEMALE,91335,40792,10,5,NEWISH-Toyota-Rav4
4975,40,FEMALE,92553,38554,5,2,OLDISH-Toyota-Prius
4976,42,FEMALE,10458,22072,12,6,NEWISH-Nissan-Leaf
4977,34,MALE,77573,68458,12,6,NEWISH-Nissan-Leaf
4978,44,MALE,95823,36001,13,6,OLDISH-Nissan-Leaf
4979,37,MALE,93257,30995,9,4,OLDISH-Toyota-Sienna
4980,37,MALE,90044,22091,10,5,NEWISH-Toyota-Rav4
4981,43,MALE,90805,32565,5,2,OLDISH-Toyota-Prius
4983,33,MALE,89110,43073,8,4,NEWISH-Toyota-Sienna
4984,40,MALE,77083,52931,10,5,NEWISH-Toyota-Rav4
4985,34,MALE,91331,39225,12,6,NEWISH-Nissan-Leaf
4986,30,MALE,79912,48627,8,4,NEWISH-Toyota-Sienna
4987,39,MALE,85364,31515,6,3,NEWISH-Ford-Mustang
4988,42,MALE,77083,52931,8,4,NEWISH-Toyota-Sienna
4989,41,MALE,77083,52931,10,5,NEWISH-Toyota-Rav4
4990,35,FEMALE,90011,23851,3,1,OLDISH-Ford-Fusion
4991,40,FEMALE,90650,46012,14,7,NEWISH-Nissan-Altima
4992,47,MALE,11230,32327,5,2,OLDISH-Toyota-Prius
4993,40,MALE,78577,24216,10,5,NEWISH-Toyota-Rav4
4994,35,MALE,10468,26852,9,4,OLDISH-Toyota-Sienna
4995,40,MALE,77084,53075,8,4,NEWISH-Toyota-Sienna
4996,34,MALE,66062,68682,10,5,NEWISH-Toyota-Rav4
4997,37,MALE,77573,68458,11,5,OLDISH-Toyota-Rav4
4998,48,MALE,10453,21109,12,6,NEWISH-Nissan-Leaf
4999,46,MALE,37013,46063,9,4,OLDISH-Toyota-Sienna
5001,46,MALE,90044,22091,10,5,NEWISH-Toyota-Rav4
5002,43,MALE,78572,23799,9,4,OLDISH-Toyota-Sienna
5003,46,MALE,77573,68458,15,7,OLDISH-Nissan-Altima
5005,45,FEMALE,77036,26931,15,7,OLDISH-Nissan-Altima
5006,40,MALE,90201,30029,9,4,OLDISH-Toyota-Sienna
5007,33,MALE,11377,37360,6,3,NEWISH-Ford-Mustang
5009,39,MALE,10462,33735,12,6,NEWISH-Nissan-Leaf
5014,39,MALE,8701,35647,10,5,NEWISH-Toyota-Rav4
5017,43,MALE,60647,35283,7,3,OLDISH-Ford-Mustang
5018,37,FEMALE,10029,22232,11,5,OLDISH-Toyota-Rav4
5019,46,MALE,10456,16664,4,2,NEWISH-Toyota-Prius
5020,47,MALE,77036,26931,14,7,NEWISH-Nissan-Altima
5022,41,FEMALE,60647,35283,12,6,NEWISH-Nissan-Leaf
5023,33,MALE,10456,16664,7,3,OLDISH-Ford-Mustang
5024,43,FEMALE,92335,35008,8,4,NEWISH-Toyota-Sienna
5025,46,FEMALE,11219,26648,7,3,OLDISH-Ford-Mustang
5026,45,FEMALE,92704,49923,9,4,OLDISH-Toyota-Sienna
5027,39,MALE,75070,84847,11,5,OLDISH-Toyota-Rav4
5028,45,MALE,91709,78336,17,8,OLDISH-Nissan-Rogue
5029,41,FEMALE,10462,33735,10,5,NEWISH-Toyota-Rav4
5031,40,MALE,90011,23851,11,5,OLDISH-Toyota-Rav4
5032,40,MALE,11234,51446,15,7,OLDISH-Nissan-Altima
5036,48,MALE,11377,37360,5,2,OLDISH-Toyota-Prius
5037,34,MALE,23464,53486,13,6,OLDISH-Nissan-Leaf
5038,39,MALE,95823,36001,9,4,OLDISH-Toyota-Sienna
5039,34,FEMALE,11212,20839,10,5,NEWISH-Toyota-Rav4
5040,38,FEMALE,75217,31532,10,5,NEWISH-Toyota-Rav4
5041,37,FEMALE,11206,18661,10,5,NEWISH-Toyota-Rav4
5043,36,FEMALE,90805,32565,12,6,NEWISH-Nissan-Leaf
5045,35,MALE,11373,38151,12,6,NEWISH-Nissan-Leaf
5046,39,MALE,91706,41621,11,5,OLDISH-Toyota-Rav4
5047,43,MALE,8701,35647,9,4,OLDISH-Toyota-Sienna
5048,38,MALE,926,26306,9,4,OLDISH-Toyota-Sienna
5049,35,MALE,91710,55185,10,5,NEWISH-Toyota-Rav4
5050,40,MALE,10025,49733,6,3,NEWISH-Ford-Mustang
5051,47,MALE,10467,29044,10,5,NEWISH-Toyota-Rav4
5052,40,FEMALE,92335,35008,10,5,NEWISH-Toyota-Rav4
5053,41,MALE,91342,48744,11,5,OLDISH-Toyota-Rav4
5054,42,FEMALE,92804,41887,9,4,OLDISH-Toyota-Sienna
5055,43,MALE,90011,23851,10,5,NEWISH-Toyota-Rav4
5057,31,MALE,22193,67190,19,9,OLDISH-Ford-Explorer
5058,42,MALE,75052,60254,12,6,NEWISH-Nissan-Leaf
5059,42,MALE,91706,41621,5,2,OLDISH-Toyota-Prius
5061,44,MALE,75217,31532,8,4,NEWISH-Toyota-Sienna
5063,38,FEMALE,77083,52931,3,1,OLDISH-Ford-Fusion
5064,38,MALE,91910,42970,9,4,OLDISH-Toyota-Sienna
5065,38,MALE,78521,23426,9,4,OLDISH-Toyota-Sienna
5067,37,MALE,77036,26931,8,4,NEWISH-Toyota-Sienna
5069,44,FEMALE,10025,49733,11,5,OLDISH-Toyota-Rav4
5070,40,FEMALE,11234,51446,12,6,NEWISH-Nissan-Leaf
5071,42,MALE,93257,30995,15,7,OLDISH-Nissan-Altima
5073,37,FEMALE,22193,67190,12,6,NEWISH-Nissan-Leaf
5074,39,MALE,60647,35283,8,4,NEWISH-Toyota-Sienna
5077,42,FEMALE,91911,38010,16,8,NEWISH-Nissan-Rogue
5078,36,MALE,10452,20606,12,6,NEWISH-Nissan-Leaf
5079,37,MALE,90201,30029,8,4,NEWISH-Toyota-Sienna
5080,39,FEMALE,78521,23426,12,6,NEWISH-Nissan-Leaf
5082,38,MALE,93550,37484,11,5,OLDISH-Toyota-Rav4
5084,36,FEMALE,93257,30995,8,4,NEWISH-Toyota-Sienna
5085,44,MALE,91710,55185,9,4,OLDISH-Toyota-Sienna
5086,42,MALE,60618,41355,10,5,NEWISH-Toyota-Rav4
5088,41,FEMALE,87121,34359,11,5,OLDISH-Toyota-Rav4
5089,35,MALE,93307,26462,6,3,NEWISH-Ford-Mustang
5091,42,FEMALE,94565,48523,6,3,NEWISH-Ford-Mustang
5092,40,FEMALE,60647,35283,5,2,OLDISH-Toyota-Prius
5093,43,MALE,75217,31532,14,7,NEWISH-Nissan-Altima
5099,40,MALE,37211,37141,12,6,NEWISH-Nissan-Leaf
5100,41,MALE,95076,45354,8,4,NEWISH-Toyota-Sienna
5101,42,MALE,75217,31532,5,2,OLDISH-Toyota-Prius
5102,37,MALE,93550,37484,16,8,NEWISH-Nissan-Rogue
5103,39,FEMALE,90250,33656,10,5,NEWISH-Toyota-Rav4
5106,34,FEMALE,87121,34359,15,7,OLDISH-Nissan-Altima
5108,45,FEMALE,60618,41355,2,1,NEWISH-Ford-Fusion
5109,39,MALE,11206,18661,14,7,NEWISH-Nissan-Altima
5110,46,MALE,90044,22091,6,3,NEWISH-Ford-Mustang
5111,37,MALE,92553,38554,9,4,OLDISH-Toyota-Sienna
5112,39,MALE,92683,49686,7,3,OLDISH-Ford-Mustang
5113,39,MALE,10456,16664,14,7,NEWISH-Nissan-Altima
5117,35,FEMALE,10456,16664,17,8,OLDISH-Nissan-Rogue
5119,40,MALE,37211,37141,11,5,OLDISH-Toyota-Rav4
5120,32,FEMALE,93550,37484,10,5,NEWISH-Toyota-Rav4
5122,45,FEMALE,10453,21109,8,4,NEWISH-Toyota-Sienna
5124,39,MALE,77036,26931,9,4,OLDISH-Toyota-Sienna
5125,44,FEMALE,92335,35008,5,2,OLDISH-Toyota-Prius
5126,42,FEMALE,77429,78527,12,6,NEWISH-Nissan-Leaf
5127,41,FEMALE,94544,49452,13,6,OLDISH-Nissan-Leaf
5128,37,MALE,93257,30995,3,1,OLDISH-Ford-Fusion
5129,32,MALE,92335,35008,12,6,NEWISH-Nissan-Leaf
5130,35,MALE,75217,31532,8,4,NEWISH-Toyota-Sienna
5131,40,FEMALE,10468,26852,6,3,NEWISH-Ford-Mustang
5133,47,MALE,89110,43073,11,5,OLDISH-Toyota-Rav4
5134,39,FEMALE,10462,33735,9,4,OLDISH-Toyota-Sienna
5137,41,FEMALE,23464,53486,8,4,NEWISH-Toyota-Sienna
5138,40,MALE,90650,46012,9,4,OLDISH-Toyota-Sienna
5139,44,FEMALE,37211,37141,9,4,OLDISH-Toyota-Sienna
5141,45,FEMALE,90805,32565,9,4,OLDISH-Toyota-Sienna
5142,47,MALE,37211,37141,10,5,NEWISH-Toyota-Rav4
5145,43,MALE,90044,22091,10,5,NEWISH-Toyota-Rav4
5146,34,MALE,92683,49686,10,5,NEWISH-Toyota-Rav4
5147,37,FEMALE,8701,35647,10,5,NEWISH-Toyota-Rav4
5148,37,FEMALE,85364,31515,12,6,NEWISH-Nissan-Leaf
5149,40,FEMALE,90255,30375,7,3,OLDISH-Ford-Mustang
5150,34,FEMALE,91709,78336,7,3,OLDISH-Ford-Mustang
5151,40,MALE,92336,55340,11,5,OLDISH-Toyota-Rav4
5152,39,FEMALE,77036,26931,12,6,NEWISH-Nissan-Leaf
5155,36,MALE,90044,22091,9,4,OLDISH-Toyota-Sienna
5156,38,FEMALE,90011,23851,11,5,OLDISH-Toyota-Rav4
5157,44,MALE,90044,22091,8,4,NEWISH-Toyota-Sienna
5159,36,FEMALE,92335,35008,15,7,OLDISH-Nissan-Altima
5160,40,FEMALE,79912,48627,5,2,OLDISH-Toyota-Prius
5161,38,FEMALE,92154,42970,11,5,OLDISH-Toyota-Rav4
5162,44,MALE,22193,67190,6,3,NEWISH-Ford-Mustang
5164,41,FEMALE,90201,30029,9,4,OLDISH-Toyota-Sienna
5165,38,MALE,11206,18661,4,2,NEWISH-Toyota-Prius
5167,40,MALE,77083,52931,9,4,OLDISH-Toyota-Sienna
5168,47,FEMALE,90201,30029,9,4,OLDISH-Toyota-Sienna
5169,37,FEMALE,10458,22072,19,9,OLDISH-Ford-Explorer
5170,39,FEMALE,89110,43073,11,5,OLDISH-Toyota-Rav4
5171,37,MALE,77084,53075,9,4,OLDISH-Toyota-Sienna
5172,37,MALE,90011,23851,12,6,NEWISH-Nissan-Leaf
5173,34,MALE,92345,41423,8,4,NEWISH-Toyota-Sienna
5174,36,MALE,8701,35647,9,4,OLDISH-Toyota-Sienna
5175,39,FEMALE,92376,37568,8,4,NEWISH-Toyota-Sienna
5176,35,FEMALE,91342,48744,2,1,NEWISH-Ford-Fusion
5177,43,MALE,92553,38554,9,4,OLDISH-Toyota-Sienna
5180,38,FEMALE,11219,26648,6,3,NEWISH-Ford-Mustang
5181,38,FEMALE,10025,49733,10,5,NEWISH-Toyota-Rav4
5183,29,MALE,60618,41355,9,4,OLDISH-Toyota-Sienna
5184,40,MALE,10467,29044,11,5,OLDISH-Toyota-Rav4
5185,40,MALE,30043,71424,13,6,OLDISH-Nissan-Leaf
5186,39,MALE,10458,22072,5,2,OLDISH-Toyota-Prius
5187,45,MALE,11368,34746,12,6,NEWISH-Nissan-Leaf
5188,44,FEMALE,37211,37141,7,3,OLDISH-Ford-Mustang
5189,39,MALE,87121,34359,8,4,NEWISH-Toyota-Sienna
5190,39,FEMALE,11226,29498,9,4,OLDISH-Toyota-Sienna
5192,40,FEMALE,30044,60427,8,4,NEWISH-Toyota-Sienna
5193,39,FEMALE,10462,33735,15,7,OLDISH-Nissan-Altima
5194,36,FEMALE,77573,68458,10,5,NEWISH-Toyota-Rav4
5196,40,MALE,91706,41621,6,3,NEWISH-Ford-Mustang
5198,36,FEMALE,10462,33735,14,7,NEWISH-Nissan-Altima
5199,35,MALE,60629,40279,8,4,NEWISH-Toyota-Sienna
5201,43,MALE,92704,49923,1,0,OLDISH-Toyota-Camry
5202,40,FEMALE,8701,35647,10,5,NEWISH-Toyota-Rav4
5204,38,MALE,10456,16664,13,6,OLDISH-Nissan-Leaf
5207,38,FEMALE,90805,32565,14,7,NEWISH-Nissan-Altima
5208,40,MALE,91706,41621,11,5,OLDISH-Toyota-Rav4
5209,44,FEMALE,77494,86488,16,8,NEWISH-Nissan-Rogue
5210,43,FEMALE,93722,43256,10,5,NEWISH-Toyota-Rav4
5211,43,FEMALE,90805,32565,9,4,OLDISH-Toyota-Sienna
5212,42,MALE,11226,29498,9,4,OLDISH-Toyota-Sienna
5213,36,FEMALE,77083,52931,7,3,OLDISH-Ford-Mustang
5214,40,MALE,30349,39141,7,3,OLDISH-Ford-Mustang
5216,40,FEMALE,10456,16664,8,4,NEWISH-Toyota-Sienna
5217,41,FEMALE,90805,32565,12,6,NEWISH-Nissan-Leaf
5218,43,MALE,94565,48523,7,3,OLDISH-Ford-Mustang
5219,42,MALE,94544,49452,9,4,OLDISH-Toyota-Sienna
5220,40,MALE,10453,21109,6,3,NEWISH-Ford-Mustang
5222,40,FEMALE,10467,29044,7,3,OLDISH-Ford-Mustang
5223,51,MALE,92683,49686,12,6,NEWISH-Nissan-Leaf
5224,41,MALE,93722,43256,11,5,OLDISH-Toyota-Rav4
5225,39,MALE,77083,52931,10,5,NEWISH-Toyota-Rav4
5228,47,MALE,93065,72384,7,3,OLDISH-Ford-Mustang
5231,37,FEMALE,10456,16664,12,6,NEWISH-Nissan-Leaf
5232,36,MALE,90011,23851,15,7,OLDISH-Nissan-Altima
5233,30,MALE,11355,36973,8,4,NEWISH-Toyota-Sienna
5238,42,MALE,75052,60254,10,5,NEWISH-Toyota-Rav4
5239,41,MALE,77084,53075,8,4,NEWISH-Toyota-Sienna
5240,41,FEMALE,92376,37568,4,2,NEWISH-Toyota-Prius
5241,30,MALE,11212,20839,9,4,OLDISH-Toyota-Sienna
5242,41,MALE,91911,38010,8,4,NEWISH-Toyota-Sienna
5243,38,MALE,10462,33735,10,5,NEWISH-Toyota-Rav4
5244,37,FEMALE,90280,35744,10,5,NEWISH-Toyota-Rav4
5245,38,FEMALE,77479,96118,14,7,NEWISH-Nissan-Altima
5246,32,MALE,28269,61899,8,4,NEWISH-Toyota-Sienna
5247,38,MALE,90044,22091,13,6,OLDISH-Nissan-Leaf
5248,48,FEMALE,90250,33656,10,5,NEWISH-Toyota-Rav4
5249,31,MALE,92154,42970,14,7,NEWISH-Nissan-Altima
5250,40,MALE,11212,20839,12,6,NEWISH-Nissan-Leaf
5252,41,FEMALE,60625,40083,12,6,NEWISH-Nissan-Leaf
5254,40,MALE,93535,39747,6,3,NEWISH-Ford-Mustang
5255,42,MALE,11230,32327,10,5,NEWISH-Toyota-Rav4
5256,44,FEMALE,28269,61899,8,4,NEWISH-Toyota-Sienna
5257,35,MALE,91744,46792,7,3,OLDISH-Ford-Mustang
5258,35,MALE,10468,26852,11,5,OLDISH-Toyota-Rav4
5259,40,FEMALE,95076,45354,10,5,NEWISH-Toyota-Rav4
5260,34,FEMALE,92804,41887,8,4,NEWISH-Toyota-Sienna
5261,38,MALE,77494,86488,9,4,OLDISH-Toyota-Sienna
5262,42,FEMALE,10029,22232,3,1,OLDISH-Ford-Fusion
5263,38,MALE,11207,24163,7,3,OLDISH-Ford-Mustang
5264,45,MALE,91342,48744,9,4,OLDISH-Toyota-Sienna
5265,40,FEMALE,23464,53486,10,5,NEWISH-Toyota-Rav4
5266,38,MALE,91710,55185,11,5,OLDISH-Toyota-Rav4
5269,41,FEMALE,91342,48744,14,7,NEWISH-Nissan-Altima
5273,46,FEMALE,10467,29044,6,3,NEWISH-Ford-Mustang
5274,37,MALE,10002,24022,9,4,OLDISH-Toyota-Sienna
5275,46,MALE,11219,26648,10,5,NEWISH-Toyota-Rav4
5276,40,FEMALE,11377,37360,16,8,NEWISH-Nissan-Rogue
5278,39,MALE,66062,68682,12,6,NEWISH-Nissan-Leaf
5279,37,MALE,11368,34746,8,4,NEWISH-Toyota-Sienna
5281,37,MALE,11234,51446,6,3,NEWISH-Ford-Mustang
5282,33,MALE,77494,86488,9,4,OLDISH-Toyota-Sienna
5283,36,FEMALE,94544,49452,10,5,NEWISH-Toyota-Rav4
5284,39,FEMALE,90650,46012,6,3,NEWISH-Ford-Mustang
5285,41,MALE,10458,22072,8,4,NEWISH-Toyota-Sienna
5286,37,MALE,94544,49452,7,3,OLDISH-Ford-Mustang
5288,44,MALE,75211,32702,16,8,NEWISH-Nissan-Rogue
5289,42,FEMALE,60629,40279,12,6,NEWISH-Nissan-Leaf
5290,32,MALE,30044,60427,9,4,OLDISH-Toyota-Sienna
5291,37,FEMALE,89110,43073,4,2,NEWISH-Toyota-Prius
5292,34,MALE,91710,55185,10,5,NEWISH-Toyota-Rav4
